year,sitename,sex,violence score
2009,"Borough of Queens, NY (NYJ)",Female,25.050420116865
2009,"Borough of Queens, NY (NYJ)",Male,51.390291538251695
2009,"Borough of Staten Island, NY (NYK)",Female,22.661858582150433
2009,"Borough of Staten Island, NY (NYK)",Male,66.87314573406455
2009,"Broward County, FL (FT)",Female,35.146087953405775
2009,"Broward County, FL (FT)",Male,69.62640883345729
2009,"Chicago, IL (CH)",Female,40.45658610467858
2009,"Chicago, IL (CH)",Male,71.5359140188084
2009,"Los Angeles, CA (LO)",Female,26.056863589647364
2009,"Los Angeles, CA (LO)",Male,58.570340715164505
2009,"Miami-Dade County, FL (MM)",Female,32.07105163364178
2009,"Miami-Dade County, FL (MM)",Male,62.877969286414135
2009,"New York City, NY (NYC)",Female,31.1750203373472
2009,"New York City, NY (NYC)",Male,58.857011084781874
2009,"Orange County, FL (OL)",Female,28.124202877568894
2009,"Orange County, FL (OL)",Male,62.576679316767425
2009,"Palm Beach County, FL (PB)",Female,27.23373808721552
2009,"Palm Beach County, FL (PB)",Male,69.94462049257932
2009,"Philadelphia, PA (PH)",Female,38.539825057488216
2009,"Philadelphia, PA (PH)",Male,65.1952308640676
2009,"San Diego, CA (SA)",Female,24.770402449040546
2009,"San Diego, CA (SA)",Male,51.377046250249705
2009,"San Francisco, CA (SF)",Female,20.43949815802355
2009,"San Francisco, CA (SF)",Male,45.36503049620047
2011,"Borough of Bronx, NY (NYG)",Female,29.60161907301084
2011,"Borough of Bronx, NY (NYG)",Male,51.93853786354506
2011,"Borough of Brooklyn, NY (NYH)",Female,37.06725546877396
2011,"Borough of Brooklyn, NY (NYH)",Male,57.346334646948144
2011,"Borough of Manhattan, NY (NYI)",Female,26.86409430524095
2011,"Borough of Manhattan, NY (NYI)",Male,49.76434031727662
2011,"Borough of Queens, NY (NYJ)",Female,15.670741619571794
2011,"Borough of Queens, NY (NYJ)",Male,46.34191265070611
2011,"Borough of Staten Island, NY (NYK)",Female,24.64812425580218
2011,"Borough of Staten Island, NY (NYK)",Male,49.10121344091365
2011,"Broward County, FL (FT)",Female,24.696552217217466
2011,"Broward County, FL (FT)",Male,55.54624026340259
2011,"Chicago, IL (CH)",Female,40.5823154983997
2011,"Chicago, IL (CH)",Male,63.49184360156017
2011,"Los Angeles, CA (LO)",Female,19.66910854823541
2011,"Los Angeles, CA (LO)",Male,54.05177100640723
2011,"Miami-Dade County, FL (MM)",Female,31.13998940008363
2011,"Miami-Dade County, FL (MM)",Male,59.64209095524295
2011,"New York City, NY (NYC)",Female,27.391953808841542
2011,"New York City, NY (NYC)",Male,51.6348064099425
2011,"Orange County, FL (OL)",Female,30.79488411966125
2011,"Orange County, FL (OL)",Male,55.60669764203366
2011,"Palm Beach County, FL (PB)",Female,29.62763577911394
2011,"Palm Beach County, FL (PB)",Male,59.35176899779735
2011,"Philadelphia, PA (PH)",Female,39.105635654380876
2011,"Philadelphia, PA (PH)",Male,63.71754256843483
2011,"San Diego, CA (SA)",Female,26.883542302044503
2011,"San Diego, CA (SA)",Male,52.338196602917314
2011,"San Francisco, CA (SF)",Female,17.361161262367297
2011,"San Francisco, CA (SF)",Male,40.73800477671652
2013,"Borough of Bronx, NY (NYG)",Female,33.05277666922948
2013,"Borough of Bronx, NY (NYG)",Male,57.532357991724226
2013,"Borough of Brooklyn, NY (NYH)",Female,27.809267656560266
2013,"Borough of Brooklyn, NY (NYH)",Male,47.715321488327625
2013,"Borough of Manhattan, NY (NYI)",Female,22.85228850958322
2013,"Borough of Manhattan, NY (NYI)",Male,46.687709633417455
2013,"Borough of Queens, NY (NYJ)",Female,26.150840887586604
2013,"Borough of Queens, NY (NYJ)",Male,45.92752866830773
2013,"Borough of Staten Island, NY (NYK)",Female,23.18275398848823
2013,"Borough of Staten Island, NY (NYK)",Male,49.213724973387954
2013,"Broward County, FL (FT)",Female,17.692882087668785
2013,"Broward County, FL (FT)",Male,28.393325646852873
2013,"Chicago, IL (CH)",Female,23.184514645166562
2013,"Chicago, IL (CH)",Male,45.77582429619893
2013,"Los Angeles, CA (LO)",Female,19.26701684438095
2013,"Los Angeles, CA (LO)",Male,32.987400111094615
2013,"Miami-Dade County, FL (MM)",Female,25.238105315382995
2013,"Miami-Dade County, FL (MM)",Male,42.70928222675501
2013,"New York City, NY (NYC)",Female,26.360702302858307
2013,"New York City, NY (NYC)",Male,49.323904110891135
2013,"Orange County, FL (OL)",Female,20.18244678424236
2013,"Orange County, FL (OL)",Male,38.97151430811542
2013,"Palm Beach County, FL (PB)",Female,24.18880814622371
2013,"Palm Beach County, FL (PB)",Male,51.645760223002064
2013,"Philadelphia, PA (PH)",Female,31.502944210210096
2013,"Philadelphia, PA (PH)",Male,51.465737943123365
2013,"San Diego, CA (SA)",Female,12.482774200835875
2013,"San Diego, CA (SA)",Male,38.78907890037035
2013,"San Francisco, CA (SF)",Female,18.25320819766328
2013,"San Francisco, CA (SF)",Male,35.32435000431891
2015,"Borough of Bronx, NY (NYG)",Female,19.391986838948487
2015,"Borough of Bronx, NY (NYG)",Male,43.7686536229481
2015,"Borough of Brooklyn, NY (NYH)",Female,24.405487632102613
2015,"Borough of Brooklyn, NY (NYH)",Male,40.2341906559698
2015,"Borough of Manhattan, NY (NYI)",Female,22.34550540093647
2015,"Borough of Manhattan, NY (NYI)",Male,45.98429895388517
2015,"Borough of Queens, NY (NYJ)",Female,22.34706163871431
2015,"Borough of Queens, NY (NYJ)",Male,37.66341659363132
2015,"Borough of Staten Island, NY (NYK)",Female,26.11268505119268
2015,"Borough of Staten Island, NY (NYK)",Male,39.91984344238967
2015,"Broward County, FL (FT)",Female,20.499097484316426
