year,sitename,sex,violence score
2017,"Palm Beach County, FL (PB)",1.0,20.5250871931607
2017,"Palm Beach County, FL (PB)",2.0,39.49377949953559
2017,"Philadelphia, PA (PH)",1.0,26.478424712064115
2017,"Philadelphia, PA (PH)",2.0,40.23850603676408
2017,"San Diego, CA (SA)",1.0,11.145961550819852
2017,"San Diego, CA (SA)",2.0,26.624840655263608
2017,"San Francisco, CA (SF)",1.0,16.462223004126994
2017,"San Francisco, CA (SF)",2.0,31.701343645356086
2019,"Borough of Bronx, NY (NYG)",1.0,30.635357227874923
2019,"Borough of Bronx, NY (NYG)",2.0,49.97131958135993
2019,"Borough of Brooklyn, NY (NYH)",1.0,26.261274028620033
2019,"Borough of Brooklyn, NY (NYH)",2.0,45.68017478311343
2019,"Borough of Manhattan, NY (NYI)",1.0,17.656875339611073
2019,"Borough of Manhattan, NY (NYI)",2.0,47.77208243190272
2019,"Borough of Queens, NY (NYJ)",1.0,22.456163105313028
2019,"Borough of Queens, NY (NYJ)",2.0,43.23110657630231
2019,"Borough of Staten Island, NY (NYK)",1.0,33.06679354165387
2019,"Borough of Staten Island, NY (NYK)",2.0,57.66986223476951
2019,"Broward County, FL (FT)",1.0,21.248338416055343
2019,"Broward County, FL (FT)",2.0,29.221044635005303
2019,"Chicago, IL (CH)",1.0,19.859206971877768
2019,"Chicago, IL (CH)",2.0,36.42505380101549
2019,"Los Angeles, CA (LO)",1.0,20.51629352242849
2019,"Los Angeles, CA (LO)",2.0,38.517289648511365
2019,"New York City, NY (NYC)",1.0,25.774894784354817
2019,"New York City, NY (NYC)",2.0,48.53628656096638
2019,"Orange County, FL (OL)",1.0,19.7340068952308
2019,"Orange County, FL (OL)",2.0,33.47219221701437
2019,"Palm Beach County, FL (PB)",1.0,18.911485262782005
2019,"Palm Beach County, FL (PB)",2.0,43.03912451370597
2019,"Philadelphia, PA (PH)",1.0,23.360198651369974
2019,"Philadelphia, PA (PH)",2.0,42.98972635776071
2019,"San Diego, CA (SA)",1.0,10.646281726163384
2019,"San Diego, CA (SA)",2.0,22.324506908748578
2019,"San Francisco, CA (SF)",1.0,21.296191916629873
2019,"San Francisco, CA (SF)",2.0,30.76394322826292
